CustomerID,CustomerName,CustomerType,Industry,Country,Region,City,StateProvince,PostalCode,SignupDate,CustomerSegment
C00511,Atlas Solutions,B2B,Technology,Canada,North America,Toronto,,57304,2023-11-10,Enterprise
C00512,Coastal Import Export,B2B,Agriculture,Argentina,Latin America,Buenos Aires,,12646,2023-05-02,Enterprise
C00513,Mei Gonzalez,B2C,Consumer,Canada,North America,Toronto,,46471,2024-08-20,Consumer
C00514,Crest Import Export,B2B,Food & Beverage,United States,North America,Phoenix,AZ,55658,2025-06-27,Small Business
C00515,Quantum Systems,B2B,Construction,United States,North America,Newark,AZ,67967,2023-02-18,Small Business
C00516,Atlas Solutions,B2B,Manufacturing,United States,North America,Chicago,WA,17372,2024-05-28,Mid-Market
C00517,Nancy Ali,B2C,Consumer,Canada,North America,Vancouver,,95506,2025-10-01,Consumer
C00518,Daniel Perez,B2C,Consumer,Vietnam,Asia Pacific,Ho Chi Minh City,,83382,2023-05-30,Consumer
C00519,Karen Patel,B2C,Consumer,United States,North America,Columbus,GA,50190,2023-12-13,Consumer
C00520,Lucas Wang,B2C,Consumer,Singapore,Asia Pacific,Singapore,,38472,2024-04-23,Consumer
C00521,Olga Ferreira,B2C,Consumer,Argentina,Latin America,Buenos Aires,,63522,2025-03-10,Consumer
C00522,Pioneer Traders,B2B,Pharmaceuticals,France,Europe,Lyon,,12590,2024-07-10,Small Business
C00523,Apex Depot,B2B,Education,United States,North America,Dallas,GA,74308,2024-01-28,Mid-Market
C00524,Silverline Holdings,B2B,Automotive,Australia,Asia Pacific,Sydney,,47258,2025-12-03,Enterprise
C00525,Summit Holdings,B2B,Retail,Mexico,North America,Guadalajara,,70870,2025-01-17,Small Business
C00526,Summit Networks,B2B,Manufacturing,Poland,Europe,Gdansk,,89102,2023-01-17,Enterprise
C00527,Sterling Supply Co.,B2B,Retail,Saudi Arabia,Middle East & Africa,Riyadh,,48540,2023-11-27,Enterprise
C00528,Anchor Supply Co.,B2B,Telecommunications,United Arab Emirates,Middle East & Africa,Abu Dhabi,,21279,2023-12-17,Small Business
C00529,Redwood Commerce,B2B,Government,India,Asia Pacific,Chennai,,21139,2023-01-26,Mid-Market
C00530,Karen Park,B2C,Consumer,Mexico,North America,Monterrey,,45857,2024-12-26,Consumer
C00531,Atlas Industries,B2B,Automotive,China,Asia Pacific,Shenzhen,,72628,2024-07-25,Mid-Market
C00532,Meridian Solutions,B2B,Construction,Singapore,Asia Pacific,Singapore,,44874,2023-12-19,Small Business
C00533,Pinnacle Commerce,B2B,Technology,Netherlands,Europe,Rotterdam,,84699,2024-01-08,Small Business
C00534,Redwood Commerce,B2B,Consumer Goods,India,Asia Pacific,Mumbai,,35246,2025-12-22,Mid-Market
C00535,Pioneer Wholesale,B2B,Retail,Canada,North America,Toronto,,74236,2023-08-31,Mid-Market
C00536,Frontier Import Export,B2B,Healthcare,Mexico,North America,Guadalajara,,73914,2023-06-05,Small Business
C00537,Apex Traders,B2B,Automotive,France,Europe,Marseille,,13557,2023-08-26,Enterprise
C00538,Zenith Logistics,B2B,Pharmaceuticals,Canada,North America,Montreal,,70112,2023-05-11,Small Business
C00539,Quantum Enterprises,B2B,Telecommunications,United States,North America,Atlanta,IL,27104,2023-10-30,Small Business
C00540,Cascade Systems,B2B,Technology,Vietnam,Asia Pacific,Ho Chi Minh City,,69577,2023-11-11,Small Business
C00541,Frontier Commerce,B2B,Government,Egypt,Middle East & Africa,Cairo,,98463,2023-06-18,Mid-Market
C00542,Susan Thompson,B2C,Consumer,Netherlands,Europe,Amsterdam,,94046,2023-02-28,Consumer
C00543,Skyline Wholesale,B2B,Energy,Australia,Asia Pacific,Melbourne,,72201,2024-12-21,Small Business
C00544,Vantage Depot,B2B,Government,South Africa,Middle East & Africa,Cape Town,,56860,2023-09-07,Mid-Market
C00545,Union Distribution,B2B,Healthcare,United States,North America,Chicago,NY,53771,2023-03-12,Enterprise
C00546,Global Retail Group,B2B,Hospitality,United Kingdom,Europe,Manchester,,65910,2024-11-08,Enterprise
C00547,Redwood Import Export,B2B,Agriculture,Poland,Europe,Warsaw,,56155,2024-09-30,Mid-Market
C00548,Liam Miller,B2C,Consumer,United States,North America,Columbus,TX,81975,2025-09-25,Consumer
C00549,Harbor Commerce,B2B,Education,China,Asia Pacific,Shenzhen,,50858,2023-07-27,Small Business
C00550,Ironclad Wholesale,B2B,Technology,Germany,Europe,Frankfurt,,30118,2023-12-15,Mid-Market
C00551,Beacon Commerce,B2B,Technology,Spain,Europe,Madrid,,67498,2023-08-28,Small Business
C00552,Prime Traders,B2B,Energy,United States,North America,Phoenix,NY,73168,2025-07-10,Small Business
C00553,Meridian Depot,B2B,Telecommunications,United States,North America,Newark,WA,36213,2023-03-12,Enterprise
C00554,Zenith Mart,B2B,Education,Argentina,Latin America,Buenos Aires,,52102,2025-10-04,Small Business
C00555,Quantum Solutions,B2B,Automotive,Canada,North America,Toronto,,63279,2025-03-11,Mid-Market
C00556,John Williams,B2C,Consumer,United States,North America,Chicago,IL,65348,2023-12-05,Consumer
C00557,Susan Hassan,B2C,Consumer,Mexico,North America,Guadalajara,,25779,2025-04-16,Consumer
C00558,Coastal Enterprises,B2B,Consumer Goods,United Kingdom,Europe,Manchester,,84756,2025-06-06,Mid-Market
C00559,Vantage Mart,B2B,Food & Beverage,Netherlands,Europe,Amsterdam,,59364,2024-09-04,Enterprise
C00560,Beacon Depot,B2B,Government,United Kingdom,Europe,London,,25175,2024-09-04,Enterprise
C00561,Pioneer Merchants,B2B,Hospitality,Mexico,North America,Monterrey,,44816,2024-07-16,Small Business
C00562,Meridian Mart,B2B,Technology,United States,North America,Dallas,AZ,55515,2025-10-29,Mid-Market
C00563,Frontier Trading Co.,B2B,Technology,Brazil,Latin America,Rio de Janeiro,,25701,2025-07-11,Small Business
C00564,Ironclad Merchants,B2B,Manufacturing,Japan,Asia Pacific,Tokyo,,77402,2024-03-29,Small Business
C00565,Sterling Retail Group,B2B,Energy,Vietnam,Asia Pacific,Hanoi,,42791,2024-05-09,Mid-Market
C00566,Crest Commerce,B2B,Government,India,Asia Pacific,Delhi,,83692,2025-06-26,Small Business
C00567,Global Systems,B2B,Pharmaceuticals,China,Asia Pacific,Ningbo,,24823,2025-07-30,Mid-Market
C00568,Matthew Hernandez,B2C,Consumer,Canada,North America,Vancouver,,77802,2025-04-02,Consumer
C00569,Richard Li,B2C,Consumer,Germany,Europe,Hamburg,,14839,2025-11-05,Consumer
C00570,Vertex Mart,B2B,Construction,Poland,Europe,Gdansk,,68017,2024-08-30,Mid-Market
C00571,Joseph Patel,B2C,Consumer,Canada,North America,Toronto,,69343,2025-12-06,Consumer
C00572,Mei Cohen,B2C,Consumer,Brazil,Latin America,Sao Paulo,,87097,2024-07-02,Consumer
C00573,Ironclad Retail Group,B2B,Education,United Kingdom,Europe,Manchester,,,2025-03-27,Mid-Market
C00574,Noah Robinson,B2C,Consumer,China,Asia Pacific,Ningbo,,34912,2025-04-23,Consumer
C00575,Quantum Distribution,B2B,Manufacturing,Brazil,Latin America,Sao Paulo,,57414,2023-03-10,Enterprise
C00576,Atlas Depot,B2B,Consumer Goods,Netherlands,Europe,Rotterdam,,21308,2024-07-03,Small Business
C00577,Ananya Patel,B2C,Consumer,Chile,Latin America,Santiago,,89356,2024-02-06,Consumer
C00578,Silverline Systems,B2B,Pharmaceuticals,United Kingdom,Europe,Manchester,,25695,2025-03-25,Enterprise
C00579,Global Partners,B2B,Consumer Goods,Brazil,Latin America,Sao Paulo,,62968,2024-08-02,Small Business
C00580,Redwood Trading Co.,B2B,Pharmaceuticals,Germany,Europe,Hamburg,,57742,2025-03-09,Enterprise
C00581,Pioneer Traders,B2B,Energy,United Kingdom,Europe,Manchester,,19860,2023-05-15,Small Business
C00582,Atlas Systems,B2B,Energy,Spain,Europe,Barcelona,,33157,2025-12-24,Mid-Market
C00583,Coastal Enterprises,B2B,Government,Mexico,North America,Monterrey,,23957,2023-01-22,Enterprise
C00584,Summit Import Export,B2B,Construction,Germany,Europe,Munich,,91987,2025-04-15,Small Business
C00585,Atlas Commerce,B2B,Retail,Chile,Latin America,Santiago,,21040,2023-03-19,Mid-Market
C00586,Atlas Trading Co.,B2B,Automotive,Japan,Asia Pacific,Osaka,,14784,2024-06-10,Mid-Market
C00587,Metro Depot,B2B,Pharmaceuticals,United States,North America,Atlanta,WA,46534,2023-08-13,Small Business
C00588,Harbor Supply Co.,B2B,Manufacturing,Mexico,North America,Mexico City,,60833,2024-11-29,Mid-Market
C00589,Crest Holdings,B2B,Consumer Goods,Mexico,North America,Monterrey,,47523,2024-05-19,Small Business
C00590,Linda Garcia,B2C,Consumer,United States,North America,Newark,FL,13533,2024-06-09,Consumer
C00591,Oliver Novak,B2C,Consumer,Argentina,Latin America,Buenos Aires,,56775,2024-10-21,Consumer
C00592,Quantum Mart,B2B,Healthcare,United Kingdom,Europe,Birmingham,,43161,2025-07-04,Small Business
C00593,David Ali,B2C,Consumer,Mexico,North America,Monterrey,,96069,2024-06-03,Consumer
C00594,Mark Thompson,B2C,Consumer,Netherlands,Europe,Amsterdam,,61959,2025-10-02,Consumer
C00595,Emma Hassan,B2C,Consumer,Mexico,North America,Monterrey,,98753,2025-11-28,Consumer
C00596,Metro Solutions,B2B,Government,Mexico,North America,Monterrey,,,2024-08-31,Mid-Market
C00597,Rahul White,B2C,Consumer,China,Asia Pacific,Shanghai,,35375,2025-01-02,Consumer
C00598,Apex Networks,B2B,Manufacturing,Vietnam,Asia Pacific,Hanoi,,65201,2023-03-22,Mid-Market
C00599,Union Commerce,B2B,Retail,Saudi Arabia,Middle East & Africa,Riyadh,,96182,2025-12-30,Mid-Market
C00600,Nova Depot,B2B,Technology,China,Asia Pacific,Shanghai,,,2025-01-30,Small Business
C00601,Robert Harris,B2C,Consumer,Netherlands,Europe,Rotterdam,,17783,2024-06-26,Consumer
C00602,Union Trading Co.,B2B,Food & Beverage,Vietnam,Asia Pacific,Hanoi,,79271,2023-06-10,Mid-Market
C00603,Granite Solutions,B2B,Construction,Argentina,Latin America,Buenos Aires,,,2025-03-24,Mid-Market
C00604,Anchor Systems,B2B,Government,Japan,Asia Pacific,Tokyo,,34941,2023-09-17,Small Business
C00605,Layla Wang,B2C,Consumer,Saudi Arabia,Middle East & Africa,Riyadh,,16247,2024-02-17,Consumer
C00606,Pinnacle Solutions,B2B,Construction,Singapore,Asia Pacific,Singapore,,77783,2024-03-30,Small Business
C00607,Ananya Moore,B2C,Consumer,Chile,Latin America,Santiago,,68645,2025-10-14,Consumer
C00608,Skyline Retail Group,B2B,Manufacturing,Canada,North America,Toronto,,91015,2025-05-22,Enterprise
C00609,Coastal Solutions,B2B,Retail,Japan,Asia Pacific,Osaka,,54110,2025-06-26,Mid-Market
C00610,Global Logistics,B2B,Government,Spain,Europe,Barcelona,,33006,2023-11-23,Small Business
C00611,Joseph Wilson,B2C,Consumer,Germany,Europe,Hamburg,,80506,2025-09-15,Consumer
C00612,Chen Garcia,B2C,Consumer,China,Asia Pacific,Shenzhen,,50997,2024-03-17,Consumer
C00613,Skyline Depot,B2B,Retail,United Arab Emirates,Middle East & Africa,Abu Dhabi,,37818,2024-05-23,Mid-Market
C00614,Cascade Logistics,B2B,Retail,South Africa,Middle East & Africa,Johannesburg,,28108,2023-10-11,Small Business
C00615,Coastal Systems,B2B,Food & Beverage,Mexico,North America,Monterrey,,55219,2024-01-24,Enterprise
C00616,Vertex Solutions,B2B,Telecommunications,Singapore,Asia Pacific,Singapore,,36942,2023-12-29,Enterprise
C00617,Robert Ramirez,B2C,Consumer,Japan,Asia Pacific,Tokyo,,99950,2023-06-11,Consumer
C00618,Anchor Merchants,B2B,Agriculture,France,Europe,Marseille,,95557,2025-10-09,Small Business
C00619,Global Supply Co.,B2B,Retail,Canada,North America,Montreal,,43069,2024-04-30,Small Business
C00620,Michael Lewis,B2C,Consumer,Mexico,North America,Monterrey,,16653,2023-08-12,Consumer
C00621,Liam Smith,B2C,Consumer,India,Asia Pacific,Bengaluru,,31863,2025-03-20,Consumer
C00622,Union Traders,B2B,Automotive,Poland,Europe,Warsaw,,61701,2023-02-12,Enterprise
C00623,Richard Li,B2C,Consumer,Egypt,Middle East & Africa,Cairo,,48982,2024-08-04,Consumer
C00624,Prime Commerce,B2B,Manufacturing,United Kingdom,Europe,London,,76594,2025-04-03,Enterprise
C00625,Wei Rodriguez,B2C,Consumer,South Africa,Middle East & Africa,Cape Town,,18696,2025-01-06,Consumer
C00626,Ava Gonzalez,B2C,Consumer,Netherlands,Europe,Rotterdam,,21546,2023-03-04,Consumer
C00627,Quantum Depot,B2B,Energy,India,Asia Pacific,Bengaluru,,94017,2023-01-29,Enterprise
C00628,Divya Fischer,B2C,Consumer,Canada,North America,Toronto,,66589,2025-08-23,Consumer
C00629,Cascade Import Export,B2B,Construction,Poland,Europe,Gdansk,,87437,2024-05-19,Mid-Market
C00630,Pioneer Retail Group,B2B,Education,Vietnam,Asia Pacific,Hanoi,,65072,2023-10-07,Enterprise
C00631,Claire Kumar,B2C,Consumer,Brazil,Latin America,Rio de Janeiro,,88435,2024-02-02,Consumer
C00632,Atlas Trading Co.,B2B,Government,Singapore,Asia Pacific,Singapore,,42119,2024-08-11,Mid-Market
C00633,Bluewave Wholesale,B2B,Healthcare,United States,North America,Dallas,NY,61316,2024-11-09,Enterprise
C00634,Nova Logistics,B2B,Hospitality,United Kingdom,Europe,London,,37570,2025-10-17,Small Business
C00635,Valentina Lee,B2C,Consumer,United States,North America,Phoenix,GA,56692,2025-06-11,Consumer
C00636,Pinnacle Distribution,B2B,Government,Mexico,North America,Mexico City,,10094,2025-03-25,Mid-Market
C00637,Atlas Ventures,B2B,Retail,Australia,Asia Pacific,Melbourne,,73844,2024-08-26,Mid-Market
C00638,Redwood Import Export,B2B,Hospitality,Australia,Asia Pacific,Melbourne,,41520,2023-12-29,Enterprise
C00639,Arjun Jackson,B2C,Consumer,China,Asia Pacific,Shanghai,,70332,2024-01-13,Consumer
C00640,Crest Commerce,B2B,Manufacturing,Argentina,Latin America,Buenos Aires,,93946,2025-10-10,Enterprise
C00641,Pinnacle Enterprises,B2B,Education,Australia,Asia Pacific,Melbourne,,,2025-08-21,Enterprise
C00642,Yuki Kim,B2C,Consumer,Singapore,Asia Pacific,Singapore,,63719,2023-12-24,Consumer
C00643,Mia Lewis,B2C,Consumer,Mexico,North America,Monterrey,,95755,2025-02-04,Consumer
C00644,Diego Gonzalez,B2C,Consumer,Mexico,North America,Guadalajara,,94703,2024-09-15,Consumer
C00645,Sandra Taylor,B2C,Consumer,Australia,Asia Pacific,Sydney,,31786,2024-10-02,Small Business
C00646,Robert Harris,B2C,Consumer,Chile,Latin America,Santiago,,52749,2024-07-03,Consumer
C00647,Rahul Khan,B2C,Consumer,Canada,North America,Toronto,,60089,2024-04-16,Consumer
C00648,Sterling Systems,B2B,Government,France,Europe,Lyon,,93246,2023-02-21,Small Business
C00649,Harbor Enterprises,B2B,Automotive,Australia,Asia Pacific,Sydney,,64502,2025-11-29,Small Business
C00650,Beacon Commerce,B2B,Healthcare,Canada,North America,Vancouver,,40799,2024-11-04,Enterprise
C00651,Anchor Commerce,B2B,Hospitality,Poland,Europe,Gdansk,,26179,2025-03-05,Mid-Market
C00652,Nova Traders,B2B,Food & Beverage,Brazil,Latin America,Sao Paulo,,26307,2023-10-15,Small Business
C00653,Margaret Chen,B2C,Consumer,Australia,Asia Pacific,Sydney,,83933,2025-05-09,Consumer
C00654,Granite Depot,B2B,Automotive,United States,North America,Columbus,WA,89503,2025-12-15,Enterprise
C00655,Coastal Holdings,B2B,Consumer Goods,Chile,Latin America,Santiago,,24292,2023-08-11,Small Business
C00656,Pinnacle Partners,B2B,Retail,Germany,Europe,Munich,,21704,2023-05-18,Mid-Market
C00657,Granite Import Export,B2B,Technology,Colombia,Latin America,Medellin,,62427,2024-12-21,Small Business
C00658,Union Distribution,B2B,Food & Beverage,Mexico,North America,Guadalajara,,24842,2024-09-28,Small Business
C00659,Ironclad Import Export,B2B,Food & Beverage,United Kingdom,Europe,Birmingham,,86864,2024-02-13,Enterprise
C00660,Global Commerce,B2B,Healthcare,France,Europe,Marseille,,90282,2023-04-25,Small Business
C00661,Beacon Import Export,B2B,Healthcare,United States,North America,Chicago,NJ,62606,2025-04-01,Mid-Market
C00662,Ironclad Industries,B2B,Pharmaceuticals,Chile,Latin America,Santiago,,15695,2025-07-02,Enterprise
C00663,Skyline Merchants,B2B,Automotive,Canada,North America,Vancouver,,58858,2025-07-08,Enterprise
C00664,Ahmed Hassan,B2C,Consumer,Mexico,North America,Guadalajara,,56339,2025-01-21,Consumer
C00665,Bluewave Depot,B2B,Manufacturing,Poland,Europe,Warsaw,,15791,2023-12-28,Small Business
C00666,Kwame Fischer,B2C,Consumer,Singapore,Asia Pacific,Singapore,,47148,2025-08-24,Consumer
C00667,Sterling Ventures,B2B,Agriculture,Vietnam,Asia Pacific,Ho Chi Minh City,,90609,2025-04-19,Small Business
C00668,Zenith Traders,B2B,Retail,South Africa,Middle East & Africa,Cape Town,,12698,2025-09-28,Mid-Market
C00669,Ava Perez,B2C,Consumer,Canada,North America,Montreal,,94117,2025-01-15,Consumer
C00670,Olga Wilson,B2C,Consumer,Spain,Europe,Madrid,,39975,2023-02-10,Consumer
C00671,Summit Distribution,B2B,Healthcare,Mexico,North America,Monterrey,,31571,2024-04-17,Mid-Market
C00672,Matthew Muller,B2C,Consumer,Poland,Europe,Warsaw,,52298,2025-06-19,Consumer
C00673,Union Commerce,B2B,Technology,Egypt,Middle East & Africa,Cairo,,82117,2025-06-12,Small Business
C00674,Cascade Distribution,B2B,Technology,Vietnam,Asia Pacific,Ho Chi Minh City,,42646,2023-02-11,Small Business
C00675,Michael Park,B2C,Consumer,Poland,Europe,Gdansk,,56693,2025-12-25,Consumer
C00676,Valentina Cohen,B2C,Consumer,United Kingdom,Europe,London,,78271,2025-06-11,Consumer
C00677,Redwood Enterprises,B2B,Manufacturing,Colombia,Latin America,Bogota,,66291,2023-04-22,Small Business
C00678,Granite Supply Co.,B2B,Agriculture,Netherlands,Europe,Amsterdam,,76233,2024-03-29,Mid-Market
C00679,Yuki Nguyen,B2C,Consumer,Canada,North America,Vancouver,,40381,2025-02-11,Consumer
C00680,Meridian Commerce,B2B,Telecommunications,Poland,Europe,Gdansk,,57125,2024-06-22,Small Business
C00681,Union Supply Co.,B2B,Hospitality,United States,North America,Dallas,WA,53147,2024-03-25,Small Business
C00682,Frontier Enterprises,B2B,Food & Beverage,United States,North America,Dallas,WA,56617,2025-01-22,Mid-Market
C00683,Skyline Industries,B2B,Technology,Canada,North America,Montreal,,91804,2024-12-17,Mid-Market
C00684,Meridian Logistics,B2B,Healthcare,Spain,Europe,Barcelona,,39953,2025-10-26,Mid-Market
C00685,Vertex Import Export,B2B,Telecommunications,Australia,Asia Pacific,Melbourne,,96453,2025-10-28,Enterprise
C00686,Giulia Miller,B2C,Consumer,Poland,Europe,Gdansk,,66075,2023-01-26,Consumer
C00687,Granite Mart,B2B,Education,Poland,Europe,Gdansk,,64146,2024-05-30,Mid-Market
C00688,Giulia Silva,B2C,Consumer,South Africa,Middle East & Africa,Cape Town,,84362,2024-02-10,Consumer
C00689,Harbor Commerce,B2B,Education,India,Asia Pacific,Mumbai,,16907,2023-11-14,Enterprise
C00690,Frontier Mart,B2B,Healthcare,Germany,Europe,Hamburg,,35290,2025-12-13,Small Business
C00691,Layla Hassan,B2C,Consumer,United States,North America,Dallas,GA,13782,2024-02-21,Consumer
C00692,Ironclad Trading Co.,B2B,Consumer Goods,Brazil,Latin America,Curitiba,,56596,2023-12-19,Mid-Market
C00693,Christopher Miller,B2C,Consumer,Canada,North America,Toronto,,57625,2024-05-05,Consumer
C00694,Silverline Trading Co.,B2B,Energy,United States,North America,Columbus,AZ,60288,2025-05-24,Mid-Market
C00695,Anchor Trading Co.,B2B,Telecommunications,Brazil,Latin America,Rio de Janeiro,,59696,2025-11-19,Enterprise
C00696,Apex Commerce,B2B,Energy,United Kingdom,Europe,Manchester,,88191,2025-05-22,Small Business
C00697,Horizon Systems,B2B,Pharmaceuticals,Australia,Asia Pacific,Sydney,,55040,2023-11-28,Mid-Market
C00698,Isabella Anderson,B2C,Consumer,Poland,Europe,Gdansk,,86867,2023-02-20,Consumer
C00699,Apex Distribution,B2B,Education,China,Asia Pacific,Shanghai,,45439,2024-09-14,Mid-Market
C00700,Harbor Ventures,B2B,Energy,Mexico,North America,Guadalajara,,52431,2023-06-11,Small Business
C00701,Prime Partners,B2B,Technology,United States,North America,Dallas,OH,41232,2025-09-22,Small Business
C00702,Prime Distribution,B2B,Government,Canada,North America,Montreal,,16775,2023-04-04,Mid-Market
C00703,Summit Enterprises,B2B,Consumer Goods,United States,North America,Dallas,NY,30132,2024-06-29,Mid-Market
C00704,Union Commerce,B2B,Government,Brazil,Latin America,Curitiba,,76380,2025-05-25,Mid-Market
C00705,Giulia Silva,B2C,Consumer,Canada,North America,Vancouver,,85165,2023-08-31,Consumer
C00706,Quantum Trading Co.,B2B,Education,Germany,Europe,Hamburg,,40288,2024-11-01,Small Business
C00707,Union Mart,B2B,Technology,Singapore,Asia Pacific,Singapore,,53493,2025-11-11,Small Business
C00708,Wei Khan,B2C,Consumer,Japan,Asia Pacific,Osaka,,43864,2023-04-11,Consumer
C00709,Betty Rossi,B2C,Consumer,Spain,Europe,Barcelona,,20697,2023-03-21,Consumer
C00710,Horizon Wholesale,B2B,Government,Netherlands,Europe,Rotterdam,,18607,2024-12-19,Small Business
C00711,Olga Oliveira,B2C,Consumer,Egypt,Middle East & Africa,Cairo,,66348,2023-07-06,Small Business
C00712,Prime Mart,B2B,Pharmaceuticals,Singapore,Asia Pacific,Singapore,,95388,2025-02-10,Small Business
C00713,Quantum Import Export,B2B,Manufacturing,Australia,Asia Pacific,Melbourne,,75380,2025-07-08,Small Business
C00714,Crest Mart,B2B,Technology,Brazil,Latin America,Rio de Janeiro,,21199,2023-10-12,Mid-Market
C00715,Wei Khan,B2C,Consumer,Vietnam,Asia Pacific,Hanoi,,29808,2025-03-21,Consumer
C00716,Pinnacle Solutions,B2B,Pharmaceuticals,Canada,North America,Vancouver,,84442,2025-12-28,Mid-Market
C00717,Summit Mart,B2B,Food & Beverage,France,Europe,Lyon,,59052,2023-06-14,Mid-Market
C00718,Union Retail Group,B2B,Consumer Goods,Mexico,North America,Monterrey,,19798,2023-05-28,Mid-Market
C00719,Quantum Holdings,B2B,Healthcare,Vietnam,Asia Pacific,Hanoi,,39917,2025-06-28,Mid-Market
C00720,Global Holdings,B2B,Education,South Africa,Middle East & Africa,Johannesburg,,48146,2023-05-30,Small Business
C00721,Richard Davis,B2C,Consumer,Germany,Europe,Hamburg,,89995,2024-07-27,Consumer
C00722,Ironclad Enterprises,B2B,Retail,Germany,Europe,Hamburg,,17495,2024-12-25,Mid-Market
C00723,Vertex Distribution,B2B,Pharmaceuticals,Mexico,North America,Guadalajara,,14596,2024-01-18,Small Business
C00724,Harbor Enterprises,B2B,Consumer Goods,United Arab Emirates,Middle East & Africa,Dubai,,15856,2024-04-14,Mid-Market
C00725,Beacon Ventures,B2B,Energy,United States,North America,Newark,GA,75100,2023-08-05,Small Business
C00726,James Davis,B2C,Consumer,Mexico,North America,Guadalajara,,64028,2025-10-23,Consumer
C00727,Pioneer Depot,B2B,Education,Canada,North America,Vancouver,,70024,2024-03-27,Small Business
C00728,Ironclad Distribution,B2B,Retail,United States,North America,Newark,NJ,71820,2023-05-26,Mid-Market
C00729,Cascade Depot,B2B,Retail,Germany,Europe,Hamburg,,20498,2023-02-11,Mid-Market
C00730,Christopher Thomas,B2C,Consumer,United Kingdom,Europe,Manchester,,32221,2025-07-07,Consumer
C00731,Horizon Mart,B2B,Telecommunications,Canada,North America,Toronto,,51798,2023-07-27,Enterprise
C00732,Harbor Supply Co.,B2B,Energy,Canada,North America,Toronto,,92657,2025-03-14,Mid-Market
C00733,Susan Perez,B2C,Consumer,Mexico,North America,Guadalajara,,48026,2025-07-13,Consumer
C00734,Sterling Retail Group,B2B,Hospitality,Netherlands,Europe,Rotterdam,,92883,2025-10-17,Small Business
C00735,Fatima Kim,B2C,Consumer,Canada,North America,Toronto,,97276,2024-12-16,Consumer
C00736,Mohammed White,B2C,Consumer,Japan,Asia Pacific,Tokyo,,80525,2024-04-10,Consumer
C00737,Bluewave Ventures,B2B,Technology,Canada,North America,Toronto,,48771,2025-12-24,Mid-Market
C00738,Claire Tanaka,B2C,Consumer,Mexico,North America,Mexico City,,75522,2023-04-07,Consumer
C00739,Anchor Commerce,B2B,Retail,Germany,Europe,Hamburg,,58245,2025-07-09,Enterprise
C00740,Prime Wholesale,B2B,Energy,France,Europe,Marseille,,51394,2025-12-08,Enterprise
C00741,Cascade Ventures,B2B,Food & Beverage,United States,North America,Newark,IL,44877,2023-07-23,Enterprise
C00742,Horizon Networks,B2B,Food & Beverage,United States,North America,Dallas,OH,66817,2023-02-05,Small Business
C00743,Quantum Partners,B2B,Technology,Colombia,Latin America,Bogota,,46485,2025-02-01,Enterprise
C00744,Pioneer Retail Group,B2B,Healthcare,Canada,North America,Montreal,,20208,2024-12-16,Mid-Market
C00745,Frontier Mart,B2B,Automotive,Germany,Europe,Hamburg,,83795,2025-09-22,Mid-Market
C00746,Union Commerce,B2B,Automotive,United Kingdom,Europe,Manchester,,85434,2023-04-04,Small Business
C00747,Nova Retail Group,B2B,Healthcare,Mexico,North America,Mexico City,,33011,2025-05-17,Enterprise
C00748,Zenith Distribution,B2B,Technology,Spain,Europe,Barcelona,,28424,2023-07-21,Small Business
C00749,Lukas Ali,B2C,Consumer,China,Asia Pacific,Shanghai,,19966,2025-06-23,Consumer
C00750,Sarah Clark,B2C,Consumer,Chile,Latin America,Santiago,,74837,2023-06-01,Consumer
C00751,Ironclad Enterprises,B2B,Pharmaceuticals,Canada,North America,Vancouver,,12526,2023-07-04,Enterprise
C00752,Skyline Retail Group,B2B,Manufacturing,United States,North America,Dallas,AZ,69150,2023-02-08,Small Business
C00753,Coastal Solutions,B2B,Telecommunications,United States,North America,Columbus,FL,99734,2023-10-22,Mid-Market
C00754,Pioneer Depot,B2B,Hospitality,United Kingdom,Europe,Manchester,,91108,2024-01-02,Small Business
C00755,Amara Kobayashi,B2C,Consumer,Vietnam,Asia Pacific,Hanoi,,94125,2023-05-25,Consumer
C00756,Karen Rossi,B2C,Consumer,Canada,North America,Montreal,,64349,2023-08-13,Consumer
C00757,Silverline Logistics,B2B,Telecommunications,United States,North America,Atlanta,FL,41445,2023-03-16,Small Business
C00758,Mia Tran,B2C,Consumer,United Arab Emirates,Middle East & Africa,Dubai,,15932,2023-06-17,Consumer
C00759,Silverline Commerce,B2B,Government,Canada,North America,Vancouver,,44065,2023-09-19,Mid-Market
C00760,Coastal Enterprises,B2B,Pharmaceuticals,United Kingdom,Europe,London,,16158,2025-07-16,Mid-Market
C00761,Priya Taylor,B2C,Consumer,China,Asia Pacific,Shanghai,,88086,2024-07-12,Consumer
C00762,Nova Wholesale,B2B,Healthcare,Canada,North America,Toronto,,88571,2024-07-31,Small Business
C00763,Nova Holdings,B2B,Agriculture,United States,North America,Phoenix,GA,55212,2024-11-30,Small Business
C00764,Claire Ali,B2C,Consumer,Mexico,North America,Guadalajara,,48986,2024-03-05,Consumer
C00765,Nova Merchants,B2B,Manufacturing,Colombia,Latin America,Bogota,,22259,2024-07-10,Mid-Market
C00766,Meridian Merchants,B2B,Agriculture,Canada,North America,Montreal,,48931,2024-11-16,Mid-Market
C00767,Atlas Import Export,B2B,Hospitality,Canada,North America,Vancouver,,85895,2023-02-26,Small Business
